Date,Open,High,Low,Close,Volume
2025-01-30,238.67,240.79,237.21,237.59,55658300
2025-01-31,247.19,247.19,233.44,236,100959800
2025-02-03,229.99,231.83,225.7,228.01,73063300
2025-02-04,227.25,233.13,226.65,232.8,45067300
2025-02-05,228.53,232.67,228.27,232.47,39620300
2025-02-06,231.29,233.8,230.43,233.22,29925300
2025-02-07,232.6,234,227.26,227.63,39707200
2025-02-10,229.57,230.59,227.2,227.65,33115600
2025-02-11,228.2,235.23,228.13,232.62,53718400
2025-02-12,231.2,236.96,230.68,236.87,45243300
2025-02-13,236.91,242.34,235.57,241.53,53614100
2025-02-14,241.25,245.55,240.99,244.6,40896200
2025-02-18,244.15,245.18,241.84,244.47,48822500
2025-02-19,244.66,246.01,243.16,244.87,32204200
2025-02-20,244.94,246.78,244.29,245.83,32316900
2025-02-21,245.95,248.69,245.22,245.55,53197400
2025-02-24,244.93,248.86,244.42,247.1,51326400
2025-02-25,248,250,244.91,247.04,48013300
2025-02-26,244.33,244.98,239.13,240.36,44433600
2025-02-27,239.41,242.46,237.06,237.3,41153600
2025-02-28,236.95,242.09,230.2,241.84,56833400
2025-03-03,241.79,244.03,236.11,238.03,47184000
2025-03-04,237.71,240.07,234.68,235.93,53798100
2025-03-05,235.42,236.55,229.23,235.74,47227600
2025-03-06,234.44,237.86,233.16,235.33,45170400
2025-03-07,235.11,241.37,234.76,239.07,46273600
2025-03-10,235.54,236.16,224.22,227.48,72071200
2025-03-11,223.81,225.84,217.45,220.84,76137400
2025-03-12,220.14,221.75,214.91,216.98,62547500
2025-03-13,215.95,216.84,208.42,209.68,61368300
2025-03-14,211.25,213.95,209.58,213.49,60107600
2025-03-17,213.31,215.22,209.97,214,48073400
2025-03-18,214.16,215.15,211.49,212.69,42432400
2025-03-19,214.22,218.76,213.75,215.24,54385400
2025-03-20,213.99,217.49,212.22,214.1,48862900
2025-03-21,211.56,218.84,211.28,218.27,94127800
2025-03-24,221,221.48,218.58,220.73,44299500
2025-03-25,220.77,224.1,220.08,223.75,34493600
2025-03-26,223.51,225.02,220.47,221.53,34466100
2025-03-27,221.39,224.99,220.56,223.85,37094800
2025-03-28,221.67,223.81,217.68,217.9,39818600
2025-03-31,217.01,225.62,216.23,222.13,65299300
2025-04-01,219.81,223.68,218.9,223.19,36412700
2025-04-02,221.32,225.19,221.02,223.89,35905900
2025-04-03,205.54,207.49,201.25,203.19,103419000
2025-04-04,193.89,199.88,187.34,188.38,125910900
2025-04-07,177.2,194.15,174.62,181.46,160466300
2025-04-08,186.7,190.34,169.21,172.42,120859500
2025-04-09,171.95,200.61,171.89,198.85,184395900
2025-04-10,189.07,194.78,183,190.42,121880000
2025-04-11,186.1,199.54,186.06,198.15,87435900
2025-04-14,211.44,212.94,201.16,202.52,101352900
2025-04-15,201.86,203.51,199.8,202.14,51343900
2025-04-16,198.36,200.7,192.37,194.27,59732400
2025-04-17,197.2,198.83,194.42,196.98,52164700
2025-04-21,193.27,193.8,189.81,193.16,46742500
2025-04-22,196.12,201.59,195.97,199.74,52976400
2025-04-23,206,208,202.8,204.6,52929200
2025-04-24,204.89,208.83,202.94,208.37,47311000
2025-04-25,206.37,209.75,206.2,209.28,38222300
2025-04-28,210,211.5,207.46,210.14,38743100
2025-04-29,208.69,212.24,208.37,211.21,36827600
2025-04-30,209.3,213.58,206.67,212.5,52286500
2025-05-01,209.08,214.56,208.9,213.32,57365700
2025-05-02,206.09,206.99,202.16,205.35,101010600
2025-05-05,203.1,204.1,198.21,198.89,69018500
2025-05-06,198.21,200.65,197.02,198.51,51216500
2025-05-07,199.17,199.44,193.25,196.25,68536700
2025-05-08,197.72,200.05,194.68,197.49,50478900
2025-05-09,199,200.54,197.54,198.53,36453900
2025-05-12,210.97,211.27,206.75,210.79,63775800
2025-05-13,210.43,213.4,209,212.93,51909300
2025-05-14,212.43,213.94,210.58,212.33,49325800
2025-05-15,210.95,212.96,209.54,211.45,45029500
2025-05-16,212.36,212.57,209.77,211.26,54737900
2025-05-19,207.91,209.48,204.26,208.78,46140500
2025-05-20,207.67,208.47,205.03,206.86,42496600
2025-05-21,205.17,207.04,200.71,202.09,59211800
2025-05-22,200.71,202.75,199.7,201.36,46742400
2025-05-23,193.67,197.7,193.46,195.27,78432900
2025-05-27,198.3,200.74,197.43,200.21,56288500
2025-05-28,200.59,202.73,199.9,200.42,45339700
2025-05-29,203.58,203.81,198.51,199.95,51396800
2025-05-30,199.37,201.96,196.78,200.85,70819900
2025-06-02,200.28,202.13,200.12,201.7,35423300
2025-06-03,201.35,203.77,200.96,203.27,46381600
2025-06-04,202.91,206.24,202.1,202.82,43604000
2025-06-05,203.5,204.75,200.15,200.63,55126100
2025-06-06,203,205.7,202.05,203.92,46607700
2025-06-09,204.39,206,200.02,201.45,72862600
2025-06-10,200.6,204.35,200.57,202.67,54672600
2025-06-11,203.5,204.5,198.41,198.78,60989900
2025-06-12,199.08,199.68,197.36,199.2,43904600
2025-06-13,199.73,200.37,195.7,196.45,51447300
2025-06-16,197.3,198.69,196.56,198.42,43020700
2025-06-17,197.2,198.39,195.21,195.64,38856200
2025-06-18,195.94,197.57,195.07,196.58,45394700
2025-06-20,198.24,201.7,196.86,201,96813500
2025-06-23,201.63,202.3,198.96,201.5,55814300
2025-06-24,202.59,203.44,200.2,200.3,54064000
2025-06-25,201.45,203.67,200.62,201.56,39525700
2025-06-26,201.43,202.64,199.46,201,50799100
2025-06-27,201.89,203.22,200,201.08,73188600
2025-06-30,202.01,207.39,199.26,205.17,91912800
2025-07-01,206.67,210.19,206.14,207.82,78788900
2025-07-02,208.91,213.34,208.14,212.44,67941800
2025-07-03,212.15,214.65,211.81,213.55,34955800
2025-07-07,212.68,216.23,208.8,209.95,50229000
2025-07-08,210.1,211.43,208.45,210.01,42848900
2025-07-09,209.53,211.33,207.22,211.14,48749400
2025-07-10,210.51,213.48,210.03,212.41,44443600
2025-07-11,210.57,212.13,209.86,211.16,39765800
2025-07-14,209.93,210.91,207.54,208.62,38840100
2025-07-15,209.22,211.89,208.92,209.11,42296300
2025-07-16,210.3,212.4,208.64,210.16,47490500
2025-07-17,210.57,211.8,209.59,210.02,48068100
2025-07-18,210.87,211.79,209.7,211.18,48974600
2025-07-21,212.1,215.78,211.63,212.48,51377400
2025-07-22,213.14,214.95,212.23,214.4,46404100
2025-07-23,215,215.15,212.41,214.15,46989300
2025-07-24,213.9,215.69,213.53,213.76,46022600
2025-07-25,214.7,215.24,213.4,213.88,40268800
2025-07-28,214.03,214.85,213.06,214.05,37858000
2025-07-29,214.18,214.81,210.82,211.27,51411700
2025-07-30,211.9,212.39,207.72,209.05,45512500
2025-07-31,208.49,209.84,207.16,207.57,80698400
2025-08-01,210.87,213.58,201.5,202.38,104434500
2025-08-04,204.51,207.88,201.68,203.35,75109300
2025-08-05,203.4,205.34,202.16,202.92,44155100
2025-08-06,205.63,215.38,205.59,213.25,108483100
2025-08-07,218.88,220.85,216.58,220.03,90224800
2025-08-08,220.83,231,219.25,229.35,113854000
2025-08-11,227.92,229.56,224.76,227.18,61806100
2025-08-12,228.01,230.8,227.07,229.65,55626200
2025-08-13,231.07,235,230.43,233.33,69878500
2025-08-14,234.06,235.12,230.85,232.78,51916300
2025-08-15,234,234.28,229.34,231.59,56038700
2025-08-18,231.7,233.12,230.11,230.89,37476200
2025-08-19,231.28,232.87,229.35,230.56,39402600
2025-08-20,229.98,230.47,225.77,226.01,42263900
2025-08-21,226.27,226.52,223.78,224.9,30621200
2025-08-22,226.17,229.09,225.41,227.76,42477800
2025-08-25,226.48,229.3,226.23,227.16,30983100
2025-08-26,226.87,229.49,224.69,229.31,54575100
2025-08-27,228.61,230.9,228.26,230.49,31259500
2025-08-28,230.82,233.41,229.34,232.56,38074700
2025-08-29,232.51,233.38,231.37,232.14,39418400
2025-09-02,229.25,230.85,226.97,229.72,44075600
2025-09-03,237.21,238.85,234.36,238.47,66427800
2025-09-04,238.45,239.9,236.74,239.78,47549400
2025-09-05,240,241.32,238.49,239.69,54870400
2025-09-08,239.3,240.15,236.34,237.88,48999500
2025-09-09,237,238.78,233.36,234.35,66313900
2025-09-10,232.19,232.42,225.95,226.79,83440800
2025-09-11,226.88,230.45,226.65,230.03,50208600
2025-09-12,229.22,234.51,229.02,234.07,55824200
2025-09-15,237,238.19,235.03,236.7,42699500
2025-09-16,237.18,241.22,236.32,238.15,63421100
2025-09-17,238.97,240.1,237.73,238.99,46508000
2025-09-18,239.97,241.2,236.65,237.88,44249600
2025-09-19,241.23,246.3,240.21,245.5,163741300
2025-09-22,248.3,256.64,248.12,256.08,105517400
2025-09-23,255.88,257.34,253.58,254.43,60275200
2025-09-24,255.22,255.74,251.04,252.31,42303700
2025-09-25,253.21,257.17,251.71,256.87,55202100
2025-09-26,254.1,257.6,253.78,255.46,46076300
2025-09-29,254.56,255,253.01,254.43,40127700
2025-09-30,254.86,255.92,253.11,254.63,37704300
2025-10-01,255.04,258.79,254.93,255.45,48713900
2025-10-02,256.58,258.18,254.15,257.13,42630200
2025-10-03,254.67,259.24,253.95,258.02,49155600
2025-10-06,257.99,259.07,255.05,256.69,44664100
2025-10-07,256.81,257.4,255.43,256.48,31955800
2025-10-08,256.52,258.52,256.11,258.06,36496900
2025-10-09,257.81,258,253.14,254.04,38322000
2025-10-10,254.94,256.38,244,245.27,61999100
2025-10-13,249.38,249.69,245.56,247.66,38142900
2025-10-14,246.6,248.85,244.7,247.77,35478000
2025-10-15,249.49,251.82,247.47,249.34,33893600
2025-10-16,248.25,249.04,245.13,247.45,39777000
2025-10-17,248.02,253.38,247.27,252.29,49147000
2025-10-20,255.89,264.38,255.63,262.24,90483000
2025-10-21,261.88,265.29,261.83,262.77,46695900
2025-10-22,262.65,262.85,255.43,258.45,45015300
2025-10-23,259.94,260.62,258.01,259.58,32754900
2025-10-24,261.19,264.13,259.18,262.82,38253700
2025-10-27,264.88,269.12,264.65,268.81,44888200
2025-10-28,268.99,269.89,268.15,269,41534800
2025-10-29,269.28,271.41,267.11,269.7,51086700
2025-10-30,271.99,274.14,268.48,271.4,69886500
2025-10-31,276.99,277.32,269.16,270.37,86167100
2025-11-03,270.42,270.85,266.25,269.05,50194600
2025-11-04,268.33,271.49,267.62,270.04,49274800
2025-11-05,268.61,271.7,266.93,270.14,43683100
2025-11-06,267.89,273.4,267.89,269.77,51204000
2025-11-07,269.8,272.29,266.77,268.47,48227400
2025-11-10,268.96,273.73,267.46,269.43,41312400
2025-11-11,269.81,275.91,269.8,275.25,46208300
2025-11-12,275,275.73,271.7,273.47,48398000
2025-11-13,274.11,276.7,272.09,272.95,49602800
2025-11-14,271.05,275.96,269.6,272.41,47431300
2025-11-17,268.82,270.49,265.73,267.46,45018300
2025-11-18,269.99,270.71,265.32,267.44,45677300
2025-11-19,265.53,272.21,265.5,268.56,40424500
2025-11-20,270.83,275.43,265.92,266.25,45823600
2025-11-21,265.95,273.33,265.67,271.49,59030800
2025-11-24,270.9,277,270.9,275.92,65585800
2025-11-25,275.27,280.38,275.25,276.97,46914200
2025-11-26,276.96,279.53,276.63,277.55,33431400
2025-11-28,277.26,279,275.99,278.85,20135600
2025-12-01,278.01,283.42,276.14,283.1,46587700
2025-12-02,283,287.4,282.63,286.19,53669500
2025-12-03,286.2,288.62,283.3,284.15,43538700
2025-12-04,284.1,284.73,278.59,280.7,43989100
2025-12-05,280.54,281.14,278.05,278.78,47265800
2025-12-08,278.13,279.67,276.15,277.89,38211800
2025-12-09,278.16,280.03,276.92,277.18,32193300
2025-12-10,277.75,279.75,276.44,278.78,33038300
2025-12-11,279.1,279.59,273.81,278.03,33248000
2025-12-12,277.9,279.22,276.82,278.28,39532900
2025-12-15,280.15,280.15,272.84,274.11,50409100
2025-12-16,272.82,275.5,271.79,274.61,37648600
2025-12-17,275.01,276.16,271.64,271.84,50138700
2025-12-18,273.61,273.63,266.95,272.19,51630700
2025-12-19,272.15,274.6,269.9,273.67,144632000
2025-12-22,272.86,273.88,270.51,270.97,36571800
2025-12-23,270.84,272.5,269.56,272.36,29642000
2025-12-24,272.34,275.43,272.2,273.81,17910600
2025-12-26,274.16,275.37,272.86,273.4,21521800
2025-12-29,272.69,274.36,272.35,273.76,23715200
2025-12-30,272.81,274.08,272.28,273.08,22139600
2025-12-31,273.06,273.68,271.75,271.86,27293600
2026-01-02,272.26,277.84,269,271.01,37838100
2026-01-05,270.64,271.51,266.14,267.26,45647200
2026-01-06,267,267.55,262.12,262.36,52352100
2026-01-07,263.2,263.68,259.81,260.33,48309800
2026-01-08,257.02,259.29,255.7,259.04,50419300
2026-01-09,259.08,260.21,256.22,259.37,39997000
2026-01-12,259.16,261.3,256.8,260.25,45263800
2026-01-13,258.72,261.81,258.39,261.05,45730800
2026-01-14,259.49,261.82,256.71,259.96,40019400
2026-01-15,260.65,261.04,257.05,258.21,39388600
2026-01-16,257.9,258.9,254.93,255.53,72142800
2026-01-20,252.73,254.79,243.42,246.7,80267500
2026-01-21,248.7,251.56,245.18,247.65,54641700
2026-01-22,249.2,251,248.15,248.35,39708300
2026-01-23,247.32,249.41,244.68,248.04,41689000
2026-01-26,251.48,256.56,249.8,255.41,55969200
2026-01-27,259.17,261.95,258.21,258.27,49648300
2026-01-28,257.65,258.86,254.51,256.44,41288000
2026-01-29,258,259.65,254.41,258.28,67253000
2026-01-30,255.17,261.9,252.18,259.48,92443400
2026-02-02,260.03,270.49,259.21,270.01,73913400
2026-02-03,269.2,271.88,267.61,269.48,64394700
2026-02-04,272.29,278.95,272.29,276.49,90545700
2026-02-05,278.13,279.5,273.23,275.91,52977400
2026-02-06,277.12,280.91,276.93,278.12,50453400
2026-02-09,277.91,278.2,271.7,274.62,44623400
2026-02-10,274.89,275.37,272.94,273.68,34376900
2026-02-11,274.7,280.18,274.45,275.5,51931300
2026-02-12,275.59,275.72,260.18,261.73,81077200
2026-02-13,262.01,262.23,255.45,255.78,56290700
2026-02-17,258.05,266.29,255.54,263.88,58469100
2026-02-18,263.6,266.82,262.45,264.35,34203300
2026-02-19,262.6,264.48,260.05,260.58,30845300
2026-02-20,258.97,264.75,258.16,264.58,42070500
2026-02-23,263.49,269.43,263.38,266.18,37308200
2026-02-24,267.86,274.89,267.71,272.14,47014600
2026-02-25,271.78,274.94,271.05,274.23,33714300
2026-02-26,274.95,276.11,270.8,272.95,32345100
2026-02-27,272.81,272.81,262.89,264.18,72366500
2026-03-02,262.41,266.53,260.2,264.72,41827900
2026-03-03,263.48,265.56,260.13,263.75,38568900
2026-03-04,264.65,266.15,261.42,262.52,39803100
2026-03-05,260.79,261.56,257.25,260.29,49658600
2026-03-06,258.63,258.77,254.37,257.46,41120000
2026-03-09,255.69,261.15,253.68,259.88,38218500
2026-03-10,257.65,262.48,256.95,260.83,30590800
2026-03-11,261.09,262.13,259.55,260.81,26218900
2026-03-12,258.66,258.95,254.18,255.76,40794000
2026-03-13,255.48,256.33,249.52,250.12,36930000
2026-03-16,252.11,253.89,249.88,252.82,32074200
2026-03-17,252.96,255.13,252.18,254.23,32361600
2026-03-18,252.63,254.94,249,249.94,35757900
2026-03-19,249.4,251.83,247.3,248.96,34864100
2026-03-20,247.98,249.2,246,247.99,88331100
2026-03-23,253.97,254.6,250.28,251.49,40546100
2026-03-24,250.35,254.83,249.55,251.64,45152300
2026-03-25,254.1,255,251.6,252.62,28476700
2026-03-26,252.12,257,250.77,252.89,41796700
2026-03-27,253.9,255.49,248.07,248.8,47900000
2026-03-30,250.07,250.87,245.51,246.63,39446200
2026-03-31,247.91,255.48,247.1,253.79,49598100
2026-04-01,254.08,256.18,253.33,255.63,40059400
2026-04-02,254.2,256.13,250.65,255.92,31289400
2026-04-06,256.51,262.16,256.46,258.86,29329900
2026-04-07,256.16,256.2,245.7,253.5,62148000
2026-04-08,258.45,259.75,256.53,258.9,41032800
2026-04-09,259,261.12,256.07,260.49,28121600
2026-04-10,259.98,262.19,259.02,260.48,31291500
2026-04-13,259.73,260.18,256.66,259.2,36234700
2026-04-14,259.25,261.93,257.19,258.83,48370700
2026-04-15,258.16,266.56,257.81,266.43,49913500
2026-04-16,266.8,267.16,261.27,263.4,43323100
2026-04-17,266.96,272.3,266.72,270.23,61436200
2026-04-20,270.33,274.28,270.29,273.05,36590200
2026-04-21,271.5,272.8,265.4,266.17,50209800
2026-04-22,267.82,273.74,266.87,273.17,43249200
2026-04-23,275.05,275.77,271.65,273.43,33399600
2026-04-24,272.76,273.06,269.65,271.06,38157100
2026-04-27,266.09,268.36,265.07,267.61,41466800
2026-04-28,272.34,273.23,268.66,270.71,40018900
2026-04-29,267.55,271.04,267.04,270.17,30047900
2026-04-30,270.5,276,268.14,271.35,91848200
2026-05-01,278.86,287.22,278.37,280.14,79915400
2026-05-04,279.66,280.63,274.86,276.83,46668400
2026-05-05,276.93,284.57,276.5,284.18,49311700
2026-05-06,281.92,288.03,281.07,287.51,58336100
2026-05-07,289.27,292.13,285.78,287.44,45224300
2026-05-08,290.01,294.76,290,293.32,52692800
2026-05-11,291.98,293.88,290.23,292.68,42247300
2026-05-12,292.56,295.27,292.56,294.8,45748100
2026-05-13,293.5,300.92,293.5,298.87,52684300
2026-05-14,299.82,300.45,295.38,298.21,35324900
2026-05-15,297.9,303.2,296.52,300.23,54862800
2026-05-18,300.24,300.66,294.91,297.84,34483000
2026-05-19,296.97,300.51,296.35,298.97,42243600
2026-05-20,298.18,302.8,298.08,302.25,38229800
2026-05-21,301.06,305.54,300.4,304.99,42965100
2026-05-22,306.12,311.4,305.84,308.82,43670200
2026-05-26,309.56,311.82,307.67,308.33,48000500
2026-05-27,308.33,313.26,308.3,310.85,50430900
2026-05-28,310.68,312.8,309.57,312.51,48220400
2026-05-29,311.78,315,309.53,312.06,70026800
2026-06-01,309.63,310.94,305.02,306.31,48849900
2026-06-02,307.46,315.45,306.69,315.2,44534700
2026-06-03,314.18,316.94,308.85,310.26,50836700
2026-06-04,313.23,313.54,309.65,311.23,44869100
2026-06-05,312.86,315.17,307.15,307.34,65310500
2026-06-08,308.74,317.4,301.17,301.54,77949100
2026-06-09,300.28,300.75,287.78,290.55,70108800
2026-06-10,290.74,294.75,287.38,291.58,52793300
2026-06-11,293.72,297,289.59,295.63,42572500
2026-06-12,296.03,297.14,289.62,291.13,38742100
2026-06-15,294.12,297.78,291.7,296.42,45732600
2026-06-16,295.25,300.48,293.97,299.24,39874400
2026-06-17,300.85,302.07,294.36,295.95,42745100
2026-06-18,298.11,300.57,295.62,298.01,85962200
2026-06-22,297.31,302.42,296.76,297.01,44879900
2026-06-23,297.54,301.64,294.18,294.3,52010900
2026-06-24,295.36,299.7,292.94,293.08,53081900
2026-06-25,287.4,288.8,273.75,275.15,107013700
2026-06-26,275,285.95,274.21,283.78,261775500
2026-06-29,286.73,288.37,279.85,281.74,66427000
2026-06-30,281.17,289.94,280.7,289.36,65100200
2026-07-01,293.44,296.59,289.2,294.38,50164200
2026-07-02,294.12,309.42,293.68,308.63,75352800
2026-07-06,307.36,314.2,307,312.66,53590000
2026-07-07,315.29,315.48,310.15,310.66,42490000
2026-07-08,311.91,314.82,307.05,313.39,41323500
2026-07-09,310.51,316.53,308.16,316.22,48124500
2026-07-10,314.72,316.91,312.17,315.32,34132300
2026-07-13,317.02,323.45,315.78,317.31,43257800
2026-07-14,313.76,316.19,311.91,314.86,36336800
2026-07-15,317.62,328.73,317.32,327.5,60957600
2026-07-16,328.01,334.68,326.79,333.26,62970600
2026-07-17,331.98,334.99,329,333.74,63407100
2026-07-20,333.51,333.71,323.68,326.59,53468000
2026-07-21,323.13,329.6,322.22,327.74,41338900
2026-07-22,327.87,329,323.34,325.89,38755900
2026-07-23,321.73,323.3,319.35,321.66,40840800
2026-07-24,321.79,334.37,321.62,333.02,47489400
2026-07-27,334.54,339.57,334.02,336.91,49604300
2026-07-28,340.03,342.89,335.6,340.08,51859000
2026-07-29,339.73,344.57,337.35,338.19,56090800
2026-07-30,333.1,334.75,329.59,333.43,74817800
2026-07-31,304.81,310.69,300,308.91,132489100
2026-08-03,309.58,311.8,302.56,303.42,75052000
2026-08-04,302.73,310.42,301.32,309.38,68001000
2026-08-05,309.36,311.71,305.67,311,49438800
2026-08-06,314.34,316.29,309.23,312.41,46139900
2026-08-07,311.45,314.81,310.74,313.33,34437200
2026-08-10,306.83,308.26,304.61,308.26,44812500
2026-08-11,307.75,309.97,302.79,304.91,37476700
2026-08-12,305.1,305.66,300.57,302.25,41657800
2026-08-13,304.21,306,302.05,305.26,40349300
2026-08-14,306,307.49,304.3,305.93,28229400
2026-08-17,306.21,307.66,302.94,305.59,38169300
2026-08-18,307.58,311.49,305.74,310.03,53424500
2026-08-19,310.14,319.28,309.6,316.83,50505600
2026-08-20,317.46,320.28,310.65,311.3,40959200
2026-08-21,312.05,312.38,307.01,309.35,46876800
2026-08-24,311.47,313.36,309.97,310.34,34673600
2026-08-25,310.79,313.59,308.21,309.9,25869800
2026-08-26,310.3,315.43,308.8,313.45,34024500
2026-08-27,310.55,315.4,309.4,314.58,32419200
2026-08-28,316.85,322.37,315.45,319.7,38649400
2026-08-31,319.6,321.24,312.8,316.85,41242700
2026-09-01,316.98,327.3,314.73,325.13,53167400
2026-09-02,326.87,328.4,323.53,324.96,33776400
2026-09-03,324.87,330.81,324.11,328.21,37225800
2026-09-04,328.31,328.93,317.86,319.97,39551800
